frame,time_s,found,method,score,sigma_mm,sticker_x_mm,sticker_y_mm,heading_deg,box1_x_mm,box1_y_mm,box2_x_mm,box2_y_mm,box3_x_mm,box3_y_mm,box4_x_mm,box4_y_mm,sticker_height_mm,pitch_deg,roll_deg,plane_fit,stick1_x_mm,stick1_y_mm,stick2_x_mm,stick2_y_mm,stick3_x_mm,stick3_y_mm,stick4_x_mm,stick4_y_mm,wheel_fl_x_mm,wheel_fl_y_mm,wheel_fr_x_mm,wheel_fr_y_mm,wheel_rl_x_mm,wheel_rl_y_mm,wheel_rr_x_mm,wheel_rr_y_mm,stop_line_mm,stop_line_hit
240,12.0000,1,hybrid:ecc,0.9129,0.214,2056.3,998.5,-177.303,-516.4,-175.8,-597.8,1552.3,4027.1,1770.2,4108.5,42.1,1450.0,,,planar,1576.6,546.3,2534.2,544.3,2536.1,1450.6,1578.5,1452.6,382.7,-133.4,301.3,1594.7,3259.5,2.1,3178.1,1730.2,1529.6,0
241,12.0500,1,hybrid:ecc,0.8996,0.221,2033.0,997.6,-177.297,-539.5,-176.9,-621.1,1551.1,4003.7,1769.5,4085.3,41.4,1450.0,,,planar,1553.4,545.4,2511.0,543.5,2512.7,1449.8,1555.1,1451.7,359.5,-134.5,277.9,1593.6,3236.3,1.3,3154.7,1729.4,1506.3,0
242,12.1000,1,hybrid:ecc,0.8879,0.225,2009.6,997.0,-177.309,-563.2,-177.0,-644.4,1551.1,3980.5,1768.5,4061.7,40.4,1450.0,,,planar,1529.8,544.9,2487.4,542.8,2489.3,1449.1,1531.7,1451.2,335.8,-134.8,254.6,1593.3,3212.7,0.5,3131.4,1728.5,1483.0,0
243,12.1500,1,hybrid:ecc,0.9072,0.222,1987.3,996.5,-177.285,-585.0,-178.6,-666.9,1549.5,3957.9,1768.8,4039.8,40.7,1450.0,,,planar,1507.7,544.2,2465.3,542.5,2466.9,1448.8,1509.3,1450.5,314.0,-136.0,232.1,1592.1,3190.8,0.5,3108.8,1728.5,1460.4,0
244,12.2000,1,hybrid:ecc,0.8835,0.229,1965.9,996.0,-177.243,-605.5,-181.0,-688.7,1547.0,3935.9,1769.7,4019.1,41.7,1450.0,,,planar,1486.6,543.4,2444.2,542.4,2445.1,1448.7,1487.5,1449.7,293.4,-137.7,210.2,1590.3,3170.1,0.8,3086.9,1728.8,1438.5,0
245,12.2500,1,hybrid:ecc,0.9001,0.226,1944.5,995.3,-177.237,-626.8,-181.9,-710.2,1546.1,3914.4,1769.2,3997.8,41.2,1450.0,,,planar,1465.2,542.6,2422.8,541.7,2423.7,1448.0,1466.1,1448.9,272.2,-138.6,188.8,1589.4,3148.8,0.3,3065.4,1728.3,1417.0,0
246,12.3000,1,hybrid:ecc,0.8885,0.231,1924.7,995.0,-177.279,-647.5,-180.4,-729.6,1547.7,3895.2,1767.5,3977.3,39.4,1450.0,,,planar,1445.1,542.7,2402.7,541.1,2404.3,1447.4,1446.7,1449.0,251.5,-137.6,169.4,1590.4,3128.3,-0.9,3046.2,1727.1,1397.7,0
247,12.3500,1,hybrid:ecc,0.8779,0.227,1906.1,994.6,-177.261,-665.7,-181.6,-748.4,1546.5,3876.4,1767.7,3959.0,39.7,1450.0,,,planar,1426.7,542.1,2384.3,540.8,2385.5,1447.1,1427.9,1448.4,233.3,-138.6,150.6,1589.5,3110.0,-0.9,3027.3,1727.1,1378.9,0
248,12.4000,1,hybrid:ecc,0.8843,0.223,1888.2,994.5,-177.171,-681.7,-185.7,-767.1,1542.2,3857.2,1770.7,3942.6,42.8,1450.0,,,planar,1409.4,541.2,2367.0,541.4,2366.9,1447.7,1409.3,1447.5,217.2,-141.3,131.8,1586.6,3093.6,0.8,3008.3,1728.7,1360.0,0
249,12.4500,1,hybrid:ecc,0.8824,0.223,1871.5,994.3,-177.249,-700.0,-182.4,-783.1,1545.6,3841.6,1767.8,3924.6,39.8,1450.0,,,planar,1392.2,541.7,2349.8,540.6,2350.9,1446.9,1393.3,1448.0,198.9,-139.2,115.9,1588.8,3075.6,-1.0,2992.6,1727.0,1344.2,0
250,12.5000,1,hybrid:ecc,0.8930,0.223,1856.1,994.2,-177.225,-715.0,-183.6,-798.7,1544.4,3825.9,1768.5,3909.6,40.6,1450.0,,,planar,1376.9,541.4,2334.5,540.7,2335.2,1447.0,1377.6,1447.7,184.0,-140.0,100.2,1588.0,3060.6,-0.6,2976.9,1727.4,1328.5,0
251,12.5500,1,hybrid:ecc,0.9079,0.225,1842.1,994.0,-177.183,-728.1,-185.6,-813.1,1542.3,3811.3,1769.8,3896.3,41.9,1450.0,,,planar,1363.3,540.9,2320.9,540.9,2320.9,1447.2,1363.3,1447.2,170.8,-141.4,85.8,1586.5,3047.3,0.1,2962.3,1728.0,1314.1,0
252,12.6000,1,hybrid:ecc,0.8872,0.220,1828.9,993.6,-177.297,-743.6,-180.9,-825.2,1547.1,3799.6,1765.5,3881.2,37.4,1450.0,,,planar,1349.2,541.4,2306.8,539.5,2308.6,1445.8,1351.0,1447.7,155.4,-138.5,73.8,1589.6,3032.2,-2.7,2950.6,1725.4,1302.2,0
253,12.6500,1,hybrid:ecc,0.9119,0.213,1815.8,993.3,-177.165,-754.0,-187.2,-839.6,1540.7,3784.8,1769.7,3870.3,41.8,1450.0,,,planar,1337.2,540.0,2294.8,540.3,2294.5,1446.6,1336.9,1446.3,144.9,-142.6,59.3,1585.2,3021.4,-0.2,2935.8,1727.7,1287.6,0
254,12.7000,1,hybrid:ecc,0.8868,0.228,1803.5,992.8,-177.160,-766.2,-187.9,-851.9,1540.0,3772.4,1769.4,3858.1,41.5,1450.0,,,planar,1324.8,539.4,2282.4,539.8,2282.1,1446.1,1324.5,1445.7,132.7,-143.3,47.0,1584.6,3009.2,-0.6,2923.4,1727.3,1275.2,0
255,12.7500,1,hybrid:ecc,0.9101,0.213,1790.4,992.0,-177.142,-778.9,-189.5,-865.2,1538.3,3759.0,1769.2,3845.3,41.4,1450.0,,,planar,1312.0,538.5,2269.6,539.2,2268.9,1445.5,1311.3,1444.8,119.9,-144.6,33.7,1583.2,2996.4,-1.0,2910.1,1726.8,1261.8,0
256,12.8000,1,hybrid:ecc,0.8829,0.216,1778.1,991.7,-177.148,-791.4,-189.6,-877.4,1538.3,3746.8,1768.7,3832.9,40.9,1450.0,,,planar,1299.7,538.3,2257.3,538.9,2256.6,1445.2,1299.0,1444.6,107.5,-144.8,21.4,1583.1,2984.0,-1.4,2897.9,1726.4,1249.6,0
257,12.8500,1,hybrid:ecc,0.9108,0.209,1766.8,991.9,-177.148,-802.7,-189.4,-888.7,1538.5,3735.5,1768.9,3821.6,41.1,1450.0,,,planar,1288.2,538.5,2245.8,539.1,2245.3,1445.4,1287.7,1444.8,96.2,-144.6,10.1,1583.3,2972.7,-1.2,2886.6,1726.6,1238.3,0
258,12.9000,1,hybrid:ecc,0.9070,0.213,1754.6,991.8,-177.154,-815.0,-189.2,-900.9,1538.7,3723.4,1768.6,3809.3,40.7,1450.0,,,planar,1276.1,538.4,2233.7,538.9,2233.2,1445.2,1275.6,1444.7,83.9,-144.5,-2.0,1583.4,2960.4,-1.5,2874.4,1726.4,1226.2,0
259,12.9500,1,hybrid:ecc,0.8872,0.217,1743.1,992.0,-177.136,-826.1,-189.8,-912.6,1538.0,3711.7,1769.4,3798.1,41.6,1450.0,,,planar,1264.7,538.4,2222.3,539.2,2221.6,1445.5,1264.0,1444.7,72.8,-144.8,-13.7,1583.0,2949.2,-0.9,2862.7,1726.9,1214.5,0
260,13.0000,1,hybrid:ecc,0.9102,0.215,1731.6,992.0,-177.112,-837.1,-190.9,-924.3,1536.9,3699.8,1770.2,3787.0,42.4,1450.0,,,planar,1253.3,538.2,2210.9,539.4,2209.8,1445.7,1252.2,1444.5,61.7,-145.5,-25.4,1582.3,2938.1,-0.4,2850.9,1727.4,1202.8,0
261,13.0500,1,hybrid:ecc,0.9023,0.218,1719.6,991.5,-177.142,-849.7,-190.0,-936.0,1537.8,3688.2,1768.7,3774.5,40.9,1450.0,,,planar,1241.1,538.0,2198.7,538.7,2198.0,1445.0,1240.4,1444.3,49.1,-145.1,-37.1,1582.7,2925.6,-1.5,2839.3,1726.3,1191.1,0
262,13.1000,1,hybrid:ecc,0.8987,0.222,1708.1,991.5,-177.207,-862.6,-187.1,-946.9,1540.9,3677.6,1766.5,3761.9,38.5,1450.0,,,planar,1229.1,538.6,2186.7,538.2,2187.1,1444.5,1229.5,1444.9,36.3,-143.2,-47.9,1584.7,2912.9,-2.9,2828.6,1725.0,1180.4,0
263,13.1500,1,hybrid:ecc,0.9128,0.220,1695.4,990.7,-177.165,-874.4,-189.8,-960.0,1538.1,3664.4,1767.1,3749.9,39.2,1450.0,,,planar,1216.7,537.4,2174.3,537.7,2174.0,1444.0,1216.4,1443.7,24.5,-145.2,-61.1,1582.6,2901.0,-2.8,2815.4,1725.1,1167.2,0
264,13.2000,1,hybrid:ecc,0.9025,0.227,1682.5,989.7,-177.231,-888.7,-187.8,-972.2,1540.2,3652.4,1763.8,3735.9,35.8,1450.0,,,planar,1203.3,537.0,2160.9,536.2,2161.6,1442.5,1204.0,1443.3,10.3,-144.3,-73.3,1583.7,2886.9,-5.2,2803.3,1722.8,1155.0,0
265,13.2500,1,hybrid:ecc,0.8995,0.238,1668.2,988.9,-177.171,-901.7,-191.3,-987.1,1536.6,3637.2,1765.1,3722.6,37.2,1450.0,,,planar,1189.5,535.7,2147.1,535.9,2146.9,1442.2,1189.3,1442.0,-2.8,-146.9,-88.2,1581.0,2873.6,-4.8,2788.3,1723.1,1140.0,0
266,13.3000,1,hybrid:ecc,0.9118,0.228,1653.9,988.4,-177.148,-915.6,-192.9,-1001.6,1535.0,3622.6,1765.4,3708.7,37.6,1450.0,,,planar,1175.4,534.9,2133.0,535.5,2132.4,1441.8,1174.8,1441.2,-16.7,-148.1,-102.8,1579.8,2859.8,-4.7,2773.7,1723.1,1125.4,0
267,13.3500,1,hybrid:ecc,0.9020,0.233,1639.6,988.3,-177.142,-929.7,-193.2,-1016.0,1534.6,3608.2,1765.5,3694.5,37.7,1450.0,,,planar,1161.2,534.8,2118.8,535.5,2118.1,1441.8,1160.5,1441.1,-30.9,-148.3,-117.1,1579.5,2845.6,-4.7,2759.3,1723.1,1111.0,0
268,13.4000,1,hybrid:ecc,0.8881,0.229,1624.4,988.2,-177.118,-944.4,-194.4,-1031.4,1533.4,3592.7,1766.2,3679.7,38.4,1450.0,,,planar,1146.2,534.5,2103.8,535.6,2102.6,1441.9,1145.0,1440.8,-45.6,-149.1,-132.6,1578.7,2830.8,-4.3,2743.8,1723.5,1095.6,0
269,13.4500,1,hybrid:ecc,0.9102,0.225,1610.2,988.3,-177.088,-958.0,-195.6,-1045.9,1532.1,3578.1,1767.4,3666.0,39.6,1450.0,,,planar,1132.2,534.3,2089.8,535.9,2088.2,1442.2,1130.6,1440.6,-59.2,-149.9,-147.1,1577.9,2817.1,-3.6,2729.2,1724.2,1081.0,0
270,13.5000,1,hybrid:ecc,0.9087,0.226,1596.1,988.5,-177.183,-974.1,-191.1,-1059.1,1536.8,3565.3,1764.3,3650.3,36.4,1450.0,,,planar,1117.3,535.4,2074.9,535.4,2074.9,1441.7,1117.3,1441.7,-75.2,-146.9,-160.2,1581.0,2801.3,-5.4,2716.3,1722.5,1068.1,0
271,13.5500,1,hybrid:ecc,0.8909,0.226,1581.8,988.3,-177.154,-987.8,-192.7,-1073.7,1535.2,3550.6,1765.1,3636.5,37.2,1450.0,,,planar,1103.2,534.9,2060.8,535.4,2060.3,1441.7,1102.7,1441.2,-88.9,-148.0,-174.8,1579.9,2787.6,-5.0,2701.6,1722.9,1053.4,0
272,13.6000,1,hybrid:ecc,0.9065,0.233,1567.6,987.7,-177.064,-1000.1,-197.3,-1088.7,1530.4,3535.2,1767.6,3623.8,39.9,1450.0,,,planar,1089.8,533.6,2047.4,535.6,2045.5,1441.9,1087.9,1439.9,-101.3,-151.2,-189.9,1576.5,2774.9,-3.7,2686.3,1724.0,1038.2,0
273,13.6500,1,hybrid:ecc,0.8951,0.234,1554.5,987.0,-177.142,-1014.8,-194.5,-1101.1,1533.3,3523.1,1764.2,3609.4,36.4,1450.0,,,planar,1076.1,533.5,2033.7,534.2,2033.0,1440.5,1075.4,1439.8,-116.0,-149.6,-202.2,1578.2,2760.5,-6.0,2674.2,1721.8,1026.0,0
274,13.7000,1,hybrid:ecc,0.9031,0.229,1540.5,986.7,-177.082,-1027.6,-197.5,-1115.7,1530.2,3508.3,1766.0,3596.4,38.2,1450.0,,,planar,1062.5,532.7,2020.1,534.4,2018.5,1440.7,1060.9,1439.0,-128.8,-151.7,-216.8,1576.1,2747.5,-5.1,2659.4,1722.7,1011.3,0
275,13.7500,1,hybrid:ecc,0.9068,0.227,1527.2,986.3,-177.100,-1041.3,-197.1,-1128.8,1530.7,3495.3,1765.0,3582.8,37.2,1450.0,,,planar,1049.1,532.5,2006.7,533.9,2005.4,1440.2,1047.8,1438.8,-142.4,-151.6,-230.0,1576.2,2733.9,-5.8,2646.4,1721.9,998.2,0
276,13.8000,1,hybrid:ecc,0.9008,0.232,1514.3,986.2,-177.076,-1053.7,-198.3,-1141.9,1529.5,3482.0,1765.7,3570.3,37.9,1450.0,,,planar,1036.4,532.2,1994.0,534.0,1992.2,1440.3,1034.6,1438.5,-154.8,-152.4,-243.1,1575.4,2721.4,-5.4,2633.1,1722.3,985.0,0
277,13.8500,1,hybrid:ecc,0.9059,0.232,1501.5,986.2,-177.040,-1065.7,-199.9,-1155.1,1527.8,3468.8,1766.9,3558.1,39.2,1450.0,,,planar,1023.9,531.9,1981.5,534.3,1979.2,1440.6,1021.6,1438.2,-166.9,-153.4,-256.3,1574.3,2709.2,-4.7,2619.9,1723.0,971.8,0
278,13.9000,1,hybrid:ecc,0.9027,0.233,1489.1,986.1,-177.052,-1078.4,-199.4,-1167.4,1528.3,3456.5,1766.4,3545.5,38.7,1450.0,,,planar,1011.3,531.8,1968.9,534.0,1966.9,1440.3,1009.3,1438.1,-179.6,-153.2,-268.5,1574.6,2696.6,-5.0,2607.6,1722.7,959.5,0
279,13.9500,1,hybrid:ecc,0.8954,0.234,1477.4,985.9,-177.136,-1091.8,-195.9,-1178.3,1531.9,3446.0,1763.3,3532.4,35.5,1450.0,,,planar,998.9,532.3,1956.5,533.1,1955.8,1439.4,998.2,1438.6,-192.9,-150.9,-279.4,1576.9,2683.5,-7.0,2597.0,1720.8,948.8,0
280,14.0000,1,hybrid:ecc,0.9050,0.242,1464.9,985.6,-177.100,-1103.6,-197.8,-1191.1,1530.0,3433.0,1764.3,3520.5,36.5,1450.0,,,planar,986.7,531.8,1944.3,533.2,1943.0,1439.5,985.4,1438.1,-204.7,-152.3,-292.3,1575.5,2671.6,-6.5,2584.1,1721.2,935.9,0
281,14.0500,1,hybrid:ecc,0.8776,0.239,1452.8,985.6,-177.088,-1115.4,-198.3,-1203.3,1529.4,3420.7,1764.7,3508.6,36.9,1450.0,,,planar,974.7,531.6,1932.3,533.2,1930.8,1439.5,973.2,1437.9,-216.6,-152.6,-304.5,1575.2,2659.7,-6.3,2571.8,1721.5,923.7,0
282,14.1000,1,hybrid:ecc,0.9082,0.241,1440.4,985.4,-177.052,-1127.1,-200.1,-1216.1,1527.6,3407.8,1765.7,3496.8,38.0,1450.0,,,planar,962.6,531.1,1920.2,533.3,1918.1,1439.6,960.5,1437.4,-228.3,-153.9,-317.2,1573.9,2647.9,-5.7,2558.9,1722.0,910.9,0
283,14.1500,1,hybrid:ecc,0.8813,0.252,1427.5,984.7,-177.112,-1141.2,-198.2,-1228.4,1529.6,3395.7,1762.9,3482.9,35.1,1450.0,,,planar,949.3,531.0,1906.9,532.2,1905.8,1438.5,948.2,1437.3,-242.4,-152.8,-329.5,1575.0,2634.0,-7.7,2546.8,1720.1,898.6,0
284,14.2000,1,hybrid:ecc,0.9069,0.250,1414.7,984.4,-177.082,-1153.4,-199.8,-1241.5,1527.9,3382.5,1763.7,3470.6,35.9,1450.0,,,planar,936.7,530.4,1894.3,532.1,1892.8,1438.4,935.2,1436.7,-254.6,-154.0,-342.6,1573.8,2621.7,-7.4,2533.6,1720.4,885.5,0
285,14.2500,1,hybrid:ecc,0.8823,0.262,1401.2,983.7,-176.974,-1164.7,-205.3,-1256.0,1522.3,3367.6,1766.7,3458.9,39.1,1450.0,,,planar,924.0,528.8,1881.6,532.3,1878.4,1438.6,920.8,1435.1,-265.9,-157.8,-357.2,1569.8,2610.1,-5.8,2518.7,1721.8,870.7,0
286,14.3000,1,hybrid:ecc,0.9050,0.256,1387.1,983.3,-177.010,-1179.5,-204.1,-1269.8,1523.5,3353.9,1765.0,3444.2,37.4,1450.0,,,planar,909.7,528.7,1867.3,531.6,1864.6,1437.9,907.0,1435.0,-280.7,-157.2,-371.0,1570.5,2595.3,-7.0,2505.1,1720.7,857.0,0
287,14.3500,1,hybrid:ecc,0.9088,0.257,1372.6,983.0,-177.028,-1194.4,-203.6,-1284.1,1524.1,3339.7,1764.1,3429.4,36.4,1450.0,,,planar,895.1,528.6,1852.7,531.2,1850.2,1437.5,892.6,1434.8,-295.6,-157.0,-385.3,1570.7,2580.5,-7.6,2490.8,1720.0,842.7,0
288,14.4000,1,hybrid:ecc,0.8961,0.261,1357.8,983.3,-177.070,-1210.0,-201.4,-1298.5,1526.3,3325.5,1763.0,3413.9,35.2,1450.0,,,planar,879.8,529.2,1837.4,531.1,1835.7,1437.4,878.1,1435.5,-311.2,-155.4,-399.7,1572.3,2565.0,-8.2,2476.6,1719.5,828.5,0
289,14.4500,1,hybrid:ecc,0.8803,0.261,1341.5,983.3,-177.058,-1226.1,-202.0,-1314.9,1525.7,3309.0,1763.4,3397.8,35.7,1450.0,,,planar,863.7,529.1,1821.3,531.2,1819.3,1437.5,861.7,1435.4,-327.3,-155.8,-416.1,1571.9,2548.9,-8.0,2460.1,1719.8,812.0,0
290,14.5000,1,hybrid:ecc,0.8739,0.263,1324.6,983.1,-177.028,-1242.4,-203.5,-1332.1,1524.2,3291.7,1764.2,3381.4,36.5,1450.0,,,planar,847.1,528.6,1804.6,531.2,1802.2,1437.5,844.6,1434.9,-343.6,-156.9,-433.3,1570.8,2532.5,-7.5,2442.8,1720.1,794.8,0
291,14.5500,1,hybrid:ecc,0.8759,0.264,1307.5,982.6,-177.034,-1259.6,-203.8,-1349.1,1523.9,3274.7,1763.5,3364.2,35.8,1450.0,,,planar,829.9,528.2,1787.5,530.7,1785.1,1437.0,827.5,1434.4,-360.8,-157.2,-450.3,1570.5,2515.3,-8.2,2425.8,1719.5,777.8,0
292,14.6000,1,hybrid:ecc,0.8910,0.265,1289.3,982.0,-177.016,-1277.4,-205.2,-1367.5,1522.5,3256.2,1763.5,3346.3,35.9,1450.0,,,planar,811.9,527.4,1769.5,530.2,1766.8,1436.5,809.2,1433.7,-378.7,-158.3,-468.7,1569.3,2497.4,-8.4,2407.4,1719.3,759.3,0
293,14.6500,1,hybrid:ecc,0.9054,0.264,1271.1,980.8,-177.088,-1297.1,-203.1,-1385.0,1524.6,3239.0,1759.9,3326.9,32.1,1450.0,,,planar,793.1,526.9,1750.7,528.5,1749.1,1434.8,791.5,1433.2,-398.3,-157.4,-486.2,1570.4,2478.0,-11.1,2390.1,1716.7,741.9,0
294,14.7000,1,hybrid:ecc,0.9068,0.263,1251.1,980.2,-177.076,-1316.9,-204.3,-1405.1,1523.5,3218.8,1759.7,3307.1,31.9,1450.0,,,planar,773.1,526.1,1730.7,527.9,1729.0,1434.2,771.4,1432.4,-418.0,-158.4,-506.3,1569.4,2458.2,-11.4,2369.9,1716.3,721.8,0
295,14.7500,1,hybrid:ecc,0.8649,0.274,1230.8,979.2,-177.040,-1336.4,-206.9,-1425.8,1520.8,3198.1,1759.9,3287.4,32.2,1450.0,,,planar,753.1,524.8,1710.7,527.2,1708.4,1433.5,750.8,1431.1,-437.6,-160.4,-527.0,1567.3,2438.5,-11.7,2349.2,1716.0,701.1,0
296,14.8000,1,hybrid:ecc,0.8993,0.267,1209.6,979.2,-177.022,-1357.3,-207.7,-1447.1,1520.0,3176.6,1760.5,3266.5,32.9,1450.0,,,planar,732.0,524.7,1689.6,527.4,1687.1,1433.7,729.5,1431.0,-458.5,-160.9,-548.4,1566.7,2417.6,-11.3,2327.8,1716.4,679.7,0
297,14.8500,1,hybrid:ecc,0.8654,0.264,1188.5,978.4,-177.171,-1381.4,-201.8,-1466.8,1526.1,3157.5,1754.6,3242.9,26.7,1450.0,,,planar,709.8,525.1,1667.4,525.3,1667.1,1431.6,709.5,1431.4,-482.5,-157.4,-567.9,1570.5,2393.9,-15.3,2308.6,1712.6,660.3,0
298,14.9000,1,hybrid:ecc,0.8949,0.273,1166.1,977.6,-177.040,-1401.1,-208.5,-1490.5,1519.2,3133.4,1758.3,3222.7,30.6,1450.0,,,planar,688.5,523.2,1646.1,525.6,1643.8,1431.9,686.2,1429.5,-502.3,-162.0,-591.7,1565.7,2373.8,-13.3,2284.5,1714.4,636.3,0
299,14.9500,1,hybrid:ecc,0.8869,0.279,1144.0,976.5,-177.034,-1423.1,-209.9,-1512.6,1517.8,3111.2,1757.4,3200.7,29.7,1450.0,,,planar,666.4,522.1,1624.0,524.6,1621.6,1430.9,664.0,1428.4,-524.3,-163.3,-613.8,1564.4,2351.8,-14.3,2262.3,1713.4,614.1,0
300,15.0000,1,hybrid:ecc,0.8824,0.281,1120.7,975.3,-177.016,-1446.0,-211.9,-1536.1,1515.8,3087.6,1756.8,3177.7,29.2,1450.0,,,planar,643.2,520.8,1600.8,523.6,1598.2,1429.9,640.6,1427.1,-547.3,-165.0,-637.3,1562.6,2328.8,-15.1,2238.8,1712.6,590.6,0
301,15.0500,1,hybrid:ecc,0.9046,0.275,1097.6,974.7,-177.004,-1468.9,-213.0,-1559.3,1514.6,3064.4,1756.6,3154.8,29.0,1450.0,,,planar,620.2,520.1,1577.8,523.1,1575.0,1429.4,617.4,1426.4,-570.1,-166.0,-660.5,1561.7,2305.9,-15.4,2215.5,1712.2,567.4,0
302,15.1000,1,hybrid:ecc,0.8913,0.278,1075.9,973.8,-176.926,-1489.0,-217.4,-1581.7,1510.1,3041.6,1758.4,3134.4,30.9,1450.0,,,planar,599.1,518.5,1556.7,522.8,1552.6,1429.1,595.0,1424.8,-590.3,-169.1,-683.0,1558.4,2285.6,-14.7,2192.8,1712.8,544.8,0
303,15.1500,1,hybrid:ecc,0.8976,0.283,1053.9,973.3,-176.956,-1511.6,-216.5,-1603.5,1511.0,3020.0,1756.9,3111.9,29.3,1450.0,,,planar,576.9,518.2,1534.5,522.0,1530.9,1428.3,573.3,1424.5,-612.9,-168.7,-704.7,1558.8,2263.1,-15.8,2171.2,1711.7,523.1,0
304,15.2000,1,hybrid:ecc,0.8789,0.285,1034.0,972.7,-176.956,-1531.5,-217.1,-1623.4,1510.4,3000.1,1756.3,3092.0,28.7,1450.0,,,planar,557.1,517.7,1514.7,521.5,1511.0,1427.8,553.4,1424.0,-632.8,-169.3,-724.6,1558.2,2243.2,-16.4,2151.3,1711.1,503.2,0
305,15.2500,1,hybrid:ecc,0.8997,0.287,1014.2,972.1,-176.854,-1549.2,-222.3,-1644.1,1505.1,2978.9,1759.2,3073.8,31.8,1450.0,,,planar,538.0,516.2,1495.6,521.7,1490.4,1428.0,532.8,1422.5,-650.5,-172.9,-745.5,1554.5,2225.1,-14.9,2130.2,1712.5,482.2,0
306,15.3000,1,hybrid:ecc,0.9003,0.291,995.2,971.5,-176.950,-1570.2,-218.6,-1662.2,1508.9,2961.2,1755.3,3053.3,27.7,1450.0,,,planar,518.2,516.4,1475.8,520.3,1472.2,1426.6,514.6,1422.7,-671.4,-170.7,-763.5,1556.8,2204.5,-17.5,2112.4,1710.1,464.3,0
307,15.3500,1,hybrid:ecc,0.8958,0.293,977.1,970.7,-176.986,-1589.0,-217.8,-1680.0,1509.8,2943.6,1753.3,3034.6,25.6,1450.0,,,planar,499.9,515.9,1457.5,519.2,1454.3,1425.5,496.7,1422.2,-690.3,-170.5,-781.2,1557.1,2185.8,-19.0,2094.8,1708.6,446.6,0
308,15.4000,1,hybrid:ecc,0.8891,0.294,959.4,970.2,-176.962,-1606.2,-219.4,-1697.9,1508.2,2925.6,1753.6,3017.3,26.0,1450.0,,,planar,482.4,515.2,1440.0,518.9,1436.4,1425.2,478.8,1421.4,-707.5,-171.7,-799.2,1555.9,2168.5,-19.0,2076.8,1708.5,428.6,0
309,15.4500,1,hybrid:ecc,0.8826,0.295,941.6,970.1,-176.932,-1623.4,-220.8,-1716.0,1506.7,2907.4,1754.5,3000.0,27.0,1450.0,,,planar,464.8,514.9,1422.4,519.1,1418.4,1425.4,460.8,1421.2,-724.7,-172.6,-817.3,1554.9,2151.2,-18.5,2058.6,1709.0,410.5,0
310,15.5000,1,hybrid:ecc,0.8745,0.290,924.1,969.7,-176.944,-1641.1,-220.7,-1733.4,1506.9,2890.0,1753.7,2982.3,26.2,1450.0,,,planar,447.2,514.5,1404.8,518.5,1401.0,1424.8,443.4,1420.8,-742.4,-172.7,-834.7,1554.8,2133.5,-19.2,2041.3,1708.4,393.1,0
311,15.5500,1,hybrid:ecc,0.8636,0.290,905.9,969.3,-176.789,-1656.1,-228.0,-1753.0,1499.2,2869.7,1758.6,2966.6,31.3,1450.0,,,planar,430.3,512.9,1387.9,519.5,1381.6,1425.8,424.0,1419.1,-757.5,-177.6,-854.4,1549.7,2118.0,-16.3,2021.0,1711.0,373.2,0
312,15.6000,1,hybrid:ecc,0.8839,0.294,886.9,969.1,-176.950,-1678.5,-221.0,-1770.5,1506.5,2852.9,1752.9,2945.0,25.3,1450.0,,,planar,409.9,514.0,1367.5,517.9,1363.9,1424.1,406.3,1420.3,-779.7,-173.1,-871.8,1554.4,2096.2,-19.9,2004.1,1707.7,356.0,0
313,15.6500,1,hybrid:ecc,0.8958,0.294,867.6,968.9,-176.932,-1697.4,-222.0,-1790.0,1505.5,2833.4,1753.3,2926.0,25.8,1450.0,,,planar,390.8,513.6,1348.4,517.8,1344.4,1424.1,386.8,1419.9,-798.7,-173.8,-891.3,1553.7,2077.2,-19.7,1984.6,1707.8,336.5,0
314,15.7000,1,hybrid:ecc,0.8859,0.299,848.1,968.7,-176.944,-1717.1,-221.7,-1809.4,1505.9,2814.0,1752.7,2906.3,25.2,1450.0,,,planar,371.1,513.5,1328.7,517.5,1325.0,1423.8,367.4,1419.8,-818.4,-173.7,-910.7,1553.8,2057.5,-20.2,1965.3,1707.4,317.2,0
315,15.7500,1,hybrid:ecc,0.8655,0.302,828.5,968.7,-176.932,-1736.5,-222.2,-1829.1,1505.3,2794.3,1753.1,2886.9,25.6,1450.0,,,planar,351.6,513.5,1309.2,517.7,1305.3,1423.9,347.7,1419.8,-837.8,-174.0,-930.4,1553.5,2038.1,-19.9,1945.5,1707.6,297.4,0
316,15.8000,1,hybrid:ecc,0.8959,0.296,809.4,968.6,-176.866,-1754.2,-225.3,-1848.8,1502.2,2774.3,1755.3,2868.9,27.8,1450.0,,,planar,333.2,512.8,1290.7,518.1,1285.7,1424.4,328.1,1419.0,-855.6,-176.1,-950.1,1551.4,2020.1,-18.6,1925.6,1708.8,277.6,0
317,15.8500,1,hybrid:ecc,0.9029,0.284,790.0,968.6,-176.914,-1774.6,-223.1,-1867.8,1504.4,2755.5,1753.6,2848.7,26.1,1450.0,,,planar,313.4,513.2,1270.9,517.7,1266.7,1424.0,309.1,1419.5,-875.9,-174.7,-969.1,1552.8,1999.9,-19.6,1906.8,1707.9,258.8,0
